Range,Duration,Target,Raised,Category
20000-8,60,39000,23000,0
20000-8,60,39000,23500,0
20000-8,60,39000,24000,0
20000-8,60,39000,24500,0
20000-8,60,39000,25000,0
20000-8,60,39000,25500,0
20000-8,60,39000,26000,0
20000-8,60,39000,26500,0
20000-8,60,39000,27000,0
20000-8,60,39000,27500,0
20000-8,60,39000,28000,0
20000-8,60,39000,28500,0
20000-8,60,39000,29000,0
20000-8,60,39000,29500,0
20000-8,60,39000,30000,0
20000-8,60,39000,30500,0
20000-8,60,39000,31000,0
20000-8,60,39000,31500,0
20000-8,60,39000,31980,1
20000-8,60,39000,32980,1
20000-8,60,39000,33980,1
20000-8,60,39000,34980,1
20000-8,60,39000,35980,1
20000-8,60,39000,36980,1
20000-8,60,39000,37980,1
20000-8,60,39000,38980,1
20000-8,60,39500,0,0
20000-8,60,39500,500,0
20000-8,60,39500,1000,0
20000-8,60,39500,1500,0
20000-8,60,39500,2000,0
20000-8,60,39500,2500,0
20000-8,60,39500,3000,0
20000-8,60,39500,3500,0
20000-8,60,39500,4000,0
20000-8,60,39500,4500,0
20000-8,60,39500,5000,0
20000-8,60,39500,5500,0
20000-8,60,39500,6000,0
20000-8,60,39500,6500,0
20000-8,60,39500,7000,0
20000-8,60,39500,7500,0
20000-8,60,39500,8000,0
20000-8,60,39500,8500,0
20000-8,60,39500,9000,0
20000-8,60,39500,9500,0
20000-8,60,39500,10000,0
20000-8,60,39500,10500,0
20000-8,60,39500,11000,0
20000-8,60,39500,11500,0
20000-8,60,39500,12000,0
20000-8,60,39500,12500,0
20000-8,60,39500,13000,0
20000-8,60,39500,13500,0
20000-8,60,39500,14000,0
20000-8,60,39500,14500,0
20000-8,60,39500,15000,0
20000-8,60,39500,15500,0
20000-8,60,39500,16000,0
20000-8,60,39500,16500,0
20000-8,60,39500,17000,0
20000-8,60,39500,17500,0
20000-8,60,39500,18000,0
20000-8,60,39500,18500,0
20000-8,60,39500,19000,0
20000-8,60,39500,19500,0
20000-8,60,39500,20000,0
20000-8,60,39500,20500,0
20000-8,60,39500,21000,0
20000-8,60,39500,21500,0
20000-8,60,39500,22000,0
20000-8,60,39500,22500,0
20000-8,60,39500,23000,0
20000-8,60,39500,23500,0
20000-8,60,39500,24000,0
20000-8,60,39500,24500,0
20000-8,60,39500,25000,0
20000-8,60,39500,25500,0
20000-8,60,39500,26000,0
20000-8,60,39500,26500,0
20000-8,60,39500,27000,0
20000-8,60,39500,27500,0
20000-8,60,39500,28000,0
20000-8,60,39500,28500,0
20000-8,60,39500,29000,0
20000-8,60,39500,29500,0
20000-8,60,39500,30000,0
20000-8,60,39500,30500,0
20000-8,60,39500,31000,0
20000-8,60,39500,31500,0
20000-8,60,39500,32000,0
20000-8,60,39500,32390,1
20000-8,60,39500,33390,1
20000-8,60,39500,34390,1
20000-8,60,39500,35390,1
20000-8,60,39500,36390,1
20000-8,60,39500,37390,1
20000-8,60,39500,38390,1
20000-8,60,39500,39390,1
20000-8,60,40000,0,0
20000-8,60,40000,500,0
20000-8,60,40000,1000,0
20000-8,60,40000,1500,0
20000-8,60,40000,2000,0
20000-8,60,40000,2500,0
20000-8,60,40000,3000,0
20000-8,60,40000,3500,0
20000-8,60,40000,4000,0
20000-8,60,40000,4500,0
20000-8,60,40000,5000,0
20000-8,60,40000,5500,0
20000-8,60,40000,6000,0
20000-8,60,40000,6500,0
20000-8,60,40000,7000,0
20000-8,60,40000,7500,0
20000-8,60,40000,8000,0
20000-8,60,40000,8500,0
20000-8,60,40000,9000,0
20000-8,60,40000,9500,0
20000-8,60,40000,10000,0
20000-8,60,40000,10500,0
20000-8,60,40000,11000,0
20000-8,60,40000,11500,0
20000-8,60,40000,12000,0
20000-8,60,40000,12500,0
20000-8,60,40000,13000,0
20000-8,60,40000,13500,0
20000-8,60,40000,14000,0
20000-8,60,40000,14500,0
20000-8,60,40000,15000,0
20000-8,60,40000,15500,0
20000-8,60,40000,16000,0
20000-8,60,40000,16500,0
20000-8,60,40000,17000,0
20000-8,60,40000,17500,0
20000-8,60,40000,18000,0
20000-8,60,40000,18500,0
20000-8,60,40000,19000,0
20000-8,60,40000,19500,0
20000-8,60,40000,20000,0
20000-8,60,40000,20500,0
20000-8,60,40000,21000,0
20000-8,60,40000,21500,0
20000-8,60,40000,22000,0
20000-8,60,40000,22500,0
20000-8,60,40000,23000,0
20000-8,60,40000,23500,0
20000-8,60,40000,24000,0
20000-8,60,40000,24500,0
20000-8,60,40000,25000,0
20000-8,60,40000,25500,0
20000-8,60,40000,26000,0
20000-8,60,40000,26500,0
20000-8,60,40000,27000,0
20000-8,60,40000,27500,0
20000-8,60,40000,28000,0
20000-8,60,40000,28500,0
20000-8,60,40000,29000,0
20000-8,60,40000,29500,0
20000-8,60,40000,30000,0
20000-8,60,40000,30500,0
20000-8,60,40000,31000,0
20000-8,60,40000,31500,0
20000-8,60,40000,32000,0
20000-8,60,40000,32500,0
20000-8,60,40000,32800,1
20000-8,60,40000,33800,1
20000-8,60,40000,34800,1
20000-8,60,40000,35800,1
20000-8,60,40000,36800,1
20000-8,60,40000,37800,1
20000-8,60,40000,38800,1
20000-8,60,40000,39800,1
20000-8,60,40500,0,0
20000-8,60,40500,500,0
20000-8,60,40500,1000,0
20000-8,60,40500,1500,0
20000-8,60,40500,2000,0
20000-8,60,40500,2500,0
20000-8,60,40500,3000,0
20000-8,60,40500,3500,0
20000-8,60,40500,4000,0
20000-8,60,40500,4500,0
20000-8,60,40500,5000,0
20000-8,60,40500,5500,0
20000-8,60,40500,6000,0
20000-8,60,40500,6500,0
20000-8,60,40500,7000,0
20000-8,60,40500,7500,0
20000-8,60,40500,8000,0
20000-8,60,40500,8500,0
20000-8,60,40500,9000,0
20000-8,60,40500,9500,0
20000-8,60,40500,10000,0
20000-8,60,40500,10500,0
20000-8,60,40500,11000,0
20000-8,60,40500,11500,0
20000-8,60,40500,12000,0
20000-8,60,40500,12500,0
20000-8,60,40500,13000,0
20000-8,60,40500,13500,0
20000-8,60,40500,14000,0
20000-8,60,40500,14500,0
20000-8,60,40500,15000,0
20000-8,60,40500,15500,0
20000-8,60,40500,16000,0
20000-8,60,40500,16500,0
20000-8,60,40500,17000,0
20000-8,60,40500,17500,0
20000-8,60,40500,18000,0
20000-8,60,40500,18500,0
20000-8,60,40500,19000,0
20000-8,60,40500,19500,0
20000-8,60,40500,20000,0
20000-8,60,40500,20500,0
20000-8,60,40500,21000,0
20000-8,60,40500,21500,0
20000-8,60,40500,22000,0
20000-8,60,40500,22500,0
20000-8,60,40500,23000,0
20000-8,60,40500,23500,0
20000-8,60,40500,24000,0
20000-8,60,40500,24500,0
20000-8,60,40500,25000,0
20000-8,60,40500,25500,0
20000-8,60,40500,26000,0
20000-8,60,40500,26500,0
20000-8,60,40500,27000,0
20000-8,60,40500,27500,0
20000-8,60,40500,28000,0
20000-8,60,40500,28500,0
20000-8,60,40500,29000,0
20000-8,60,40500,29500,0
20000-8,60,40500,30000,0
20000-8,60,40500,30500,0
20000-8,60,40500,31000,0
20000-8,60,40500,31500,0
20000-8,60,40500,32000,0
20000-8,60,40500,32500,0
20000-8,60,40500,33000,0
20000-8,60,40500,33210,1
20000-8,60,40500,34210,1
20000-8,60,40500,35210,1
20000-8,60,40500,36210,1
20000-8,60,40500,37210,1
20000-8,60,40500,38210,1
20000-8,60,40500,39210,1
20000-8,60,40500,40210,1
20000-8,60,41000,0,0
20000-8,60,41000,500,0
20000-8,60,41000,1000,0
20000-8,60,41000,1500,0
20000-8,60,41000,2000,0
20000-8,60,41000,2500,0
20000-8,60,41000,3000,0
20000-8,60,41000,3500,0
20000-8,60,41000,4000,0
20000-8,60,41000,4500,0
20000-8,60,41000,5000,0
20000-8,60,41000,5500,0
20000-8,60,41000,6000,0
20000-8,60,41000,6500,0
20000-8,60,41000,7000,0
20000-8,60,41000,7500,0
20000-8,60,41000,8000,0
20000-8,60,41000,8500,0
20000-8,60,41000,9000,0
20000-8,60,41000,9500,0
20000-8,60,41000,10000,0
20000-8,60,41000,10500,0
20000-8,60,41000,11000,0
20000-8,60,41000,11500,0
20000-8,60,41000,12000,0
20000-8,60,41000,12500,0
20000-8,60,41000,13000,0
20000-8,60,41000,13500,0
20000-8,60,41000,14000,0
20000-8,60,41000,14500,0
20000-8,60,41000,15000,0
20000-8,60,41000,15500,0
20000-8,60,41000,16000,0
20000-8,60,41000,16500,0
20000-8,60,41000,17000,0
20000-8,60,41000,17500,0
20000-8,60,41000,18000,0
20000-8,60,41000,18500,0
20000-8,60,41000,19000,0
20000-8,60,41000,19500,0
20000-8,60,41000,20000,0
20000-8,60,41000,20500,0
20000-8,60,41000,21000,0
20000-8,60,41000,21500,0
20000-8,60,41000,22000,0
20000-8,60,41000,22500,0
20000-8,60,41000,23000,0
20000-8,60,41000,23500,0
20000-8,60,41000,24000,0
20000-8,60,41000,24500,0
20000-8,60,41000,25000,0
20000-8,60,41000,25500,0
20000-8,60,41000,26000,0
20000-8,60,41000,26500,0
20000-8,60,41000,27000,0
20000-8,60,41000,27500,0
20000-8,60,41000,28000,0
20000-8,60,41000,28500,0
20000-8,60,41000,29000,0
20000-8,60,41000,29500,0
20000-8,60,41000,30000,0
20000-8,60,41000,30500,0
20000-8,60,41000,31000,0
20000-8,60,41000,31500,0
20000-8,60,41000,32000,0
20000-8,60,41000,32500,0
20000-8,60,41000,33000,0
20000-8,60,41000,33500,0
20000-8,60,41000,33620,1
20000-8,60,41000,34620,1
20000-8,60,41000,35620,1
20000-8,60,41000,36620,1
20000-8,60,41000,37620,1
20000-8,60,41000,38620,1
20000-8,60,41000,39620,1
20000-8,60,41000,40620,1
20000-8,60,41500,0,0
20000-8,60,41500,500,0
20000-8,60,41500,1000,0
20000-8,60,41500,1500,0
20000-8,60,41500,2000,0
20000-8,60,41500,2500,0
20000-8,60,41500,3000,0
20000-8,60,41500,3500,0
20000-8,60,41500,4000,0
20000-8,60,41500,4500,0
20000-8,60,41500,5000,0
20000-8,60,41500,5500,0
20000-8,60,41500,6000,0
20000-8,60,41500,6500,0
20000-8,60,41500,7000,0
20000-8,60,41500,7500,0
20000-8,60,41500,8000,0
20000-8,60,41500,8500,0
20000-8,60,41500,9000,0
20000-8,60,41500,9500,0
20000-8,60,41500,10000,0
20000-8,60,41500,10500,0
20000-8,60,41500,11000,0
20000-8,60,41500,11500,0
20000-8,60,41500,12000,0
20000-8,60,41500,12500,0
20000-8,60,41500,13000,0
20000-8,60,41500,13500,0
20000-8,60,41500,14000,0
20000-8,60,41500,14500,0
20000-8,60,41500,15000,0
20000-8,60,41500,15500,0
20000-8,60,41500,16000,0
20000-8,60,41500,16500,0
20000-8,60,41500,17000,0
20000-8,60,41500,17500,0
20000-8,60,41500,18000,0
20000-8,60,41500,18500,0
20000-8,60,41500,19000,0
20000-8,60,41500,19500,0
20000-8,60,41500,20000,0
20000-8,60,41500,20500,0
20000-8,60,41500,21000,0
20000-8,60,41500,21500,0
20000-8,60,41500,22000,0
20000-8,60,41500,22500,0
20000-8,60,41500,23000,0
20000-8,60,41500,23500,0
20000-8,60,41500,24000,0
20000-8,60,41500,24500,0
20000-8,60,41500,25000,0
20000-8,60,41500,25500,0
20000-8,60,41500,26000,0
20000-8,60,41500,26500,0
20000-8,60,41500,27000,0
20000-8,60,41500,27500,0
20000-8,60,41500,28000,0
20000-8,60,41500,28500,0
20000-8,60,41500,29000,0
20000-8,60,41500,29500,0
20000-8,60,41500,30000,0
20000-8,60,41500,30500,0
20000-8,60,41500,31000,0
20000-8,60,41500,31500,0
20000-8,60,41500,32000,0
20000-8,60,41500,32500,0
20000-8,60,41500,33000,0
20000-8,60,41500,33500,0
20000-8,60,41500,34000,0
20000-8,60,41500,34030,1
20000-8,60,41500,35030,1
20000-8,60,41500,36030,1
20000-8,60,41500,37030,1
20000-8,60,41500,38030,1
20000-8,60,41500,39030,1
20000-8,60,41500,40030,1
20000-8,60,41500,41030,1
20000-8,60,42000,0,0
20000-8,60,42000,500,0
20000-8,60,42000,1000,0
20000-8,60,42000,1500,0
20000-8,60,42000,2000,0
20000-8,60,42000,2500,0
20000-8,60,42000,3000,0
20000-8,60,42000,3500,0
20000-8,60,42000,4000,0
20000-8,60,42000,4500,0
20000-8,60,42000,5000,0
20000-8,60,42000,5500,0
20000-8,60,42000,6000,0
20000-8,60,42000,6500,0
20000-8,60,42000,7000,0
20000-8,60,42000,7500,0
20000-8,60,42000,8000,0
20000-8,60,42000,8500,0
20000-8,60,42000,9000,0
20000-8,60,42000,9500,0
20000-8,60,42000,10000,0
20000-8,60,42000,10500,0
20000-8,60,42000,11000,0
20000-8,60,42000,11500,0
20000-8,60,42000,12000,0
20000-8,60,42000,12500,0
20000-8,60,42000,13000,0
20000-8,60,42000,13500,0
20000-8,60,42000,14000,0
20000-8,60,42000,14500,0
20000-8,60,42000,15000,0
20000-8,60,42000,15500,0
20000-8,60,42000,16000,0
20000-8,60,42000,16500,0
20000-8,60,42000,17000,0
20000-8,60,42000,17500,0
20000-8,60,42000,18000,0
20000-8,60,42000,18500,0
20000-8,60,42000,19000,0
20000-8,60,42000,19500,0
20000-8,60,42000,20000,0
20000-8,60,42000,20500,0
20000-8,60,42000,21000,0
20000-8,60,42000,21500,0
20000-8,60,42000,22000,0
20000-8,60,42000,22500,0
20000-8,60,42000,23000,0
20000-8,60,42000,23500,0
20000-8,60,42000,24000,0
20000-8,60,42000,24500,0
20000-8,60,42000,25000,0
20000-8,60,42000,25500,0
20000-8,60,42000,26000,0
20000-8,60,42000,26500,0
20000-8,60,42000,27000,0
20000-8,60,42000,27500,0
20000-8,60,42000,28000,0
20000-8,60,42000,28500,0
20000-8,60,42000,29000,0
20000-8,60,42000,29500,0
20000-8,60,42000,30000,0
20000-8,60,42000,30500,0
20000-8,60,42000,31000,0
20000-8,60,42000,31500,0
20000-8,60,42000,32000,0
20000-8,60,42000,32500,0
20000-8,60,42000,33000,0
20000-8,60,42000,33500,0
20000-8,60,42000,34000,0
20000-8,60,42000,34440,1
20000-8,60,42000,35440,1
20000-8,60,42000,36440,1
20000-8,60,42000,37440,1
20000-8,60,42000,38440,1
20000-8,60,42000,39440,1
20000-8,60,42000,40440,1
20000-8,60,42000,41440,1
20000-8,60,42500,0,0
20000-8,60,42500,500,0
20000-8,60,42500,1000,0
20000-8,60,42500,1500,0
20000-8,60,42500,2000,0
20000-8,60,42500,2500,0
20000-8,60,42500,3000,0
20000-8,60,42500,3500,0
20000-8,60,42500,4000,0
20000-8,60,42500,4500,0
20000-8,60,42500,5000,0
20000-8,60,42500,5500,0
20000-8,60,42500,6000,0
20000-8,60,42500,6500,0
20000-8,60,42500,7000,0
20000-8,60,42500,7500,0
20000-8,60,42500,8000,0
20000-8,60,42500,8500,0
20000-8,60,42500,9000,0
20000-8,60,42500,9500,0
20000-8,60,42500,10000,0
20000-8,60,42500,10500,0
20000-8,60,42500,11000,0
20000-8,60,42500,11500,0
20000-8,60,42500,12000,0
20000-8,60,42500,12500,0
20000-8,60,42500,13000,0
20000-8,60,42500,13500,0
20000-8,60,42500,14000,0
20000-8,60,42500,14500,0
20000-8,60,42500,15000,0
20000-8,60,42500,15500,0
20000-8,60,42500,16000,0
20000-8,60,42500,16500,0
20000-8,60,42500,17000,0
20000-8,60,42500,17500,0
20000-8,60,42500,18000,0
20000-8,60,42500,18500,0
20000-8,60,42500,19000,0
20000-8,60,42500,19500,0
20000-8,60,42500,20000,0
20000-8,60,42500,20500,0
20000-8,60,42500,21000,0
20000-8,60,42500,21500,0
20000-8,60,42500,22000,0
20000-8,60,42500,22500,0
20000-8,60,42500,23000,0
20000-8,60,42500,23500,0
20000-8,60,42500,24000,0
20000-8,60,42500,24500,0
20000-8,60,42500,25000,0
20000-8,60,42500,25500,0
20000-8,60,42500,26000,0
20000-8,60,42500,26500,0
20000-8,60,42500,27000,0
20000-8,60,42500,27500,0
20000-8,60,42500,28000,0
20000-8,60,42500,28500,0
20000-8,60,42500,29000,0
20000-8,60,42500,29500,0
20000-8,60,42500,30000,0
20000-8,60,42500,30500,0
20000-8,60,42500,31000,0
20000-8,60,42500,31500,0
20000-8,60,42500,32000,0
20000-8,60,42500,32500,0
20000-8,60,42500,33000,0
20000-8,60,42500,33500,0
20000-8,60,42500,34000,0
20000-8,60,42500,34500,0
20000-8,60,42500,34850,1
20000-8,60,42500,35850,1
20000-8,60,42500,36850,1
20000-8,60,42500,37850,1
20000-8,60,42500,38850,1
20000-8,60,42500,39850,1
20000-8,60,42500,40850,1
20000-8,60,42500,41850,1
20000-8,60,43000,0,0
20000-8,60,43000,500,0
20000-8,60,43000,1000,0
20000-8,60,43000,1500,0
20000-8,60,43000,2000,0
20000-8,60,43000,2500,0
20000-8,60,43000,3000,0
20000-8,60,43000,3500,0
20000-8,60,43000,4000,0
20000-8,60,43000,4500,0
20000-8,60,43000,5000,0
20000-8,60,43000,5500,0
20000-8,60,43000,6000,0
20000-8,60,43000,6500,0
20000-8,60,43000,7000,0
20000-8,60,43000,7500,0
20000-8,60,43000,8000,0
20000-8,60,43000,8500,0
20000-8,60,43000,9000,0
20000-8,60,43000,9500,0
20000-8,60,43000,10000,0
20000-8,60,43000,10500,0
20000-8,60,43000,11000,0
20000-8,60,43000,11500,0
20000-8,60,43000,12000,0
20000-8,60,43000,12500,0
20000-8,60,43000,13000,0
20000-8,60,43000,13500,0
20000-8,60,43000,14000,0
20000-8,60,43000,14500,0
20000-8,60,43000,15000,0
20000-8,60,43000,15500,0
20000-8,60,43000,16000,0
20000-8,60,43000,16500,0
20000-8,60,43000,17000,0
20000-8,60,43000,17500,0
20000-8,60,43000,18000,0
20000-8,60,43000,18500,0
20000-8,60,43000,19000,0
20000-8,60,43000,19500,0
20000-8,60,43000,20000,0
20000-8,60,43000,20500,0
20000-8,60,43000,21000,0
20000-8,60,43000,21500,0
20000-8,60,43000,22000,0
20000-8,60,43000,22500,0
20000-8,60,43000,23000,0
20000-8,60,43000,23500,0
20000-8,60,43000,24000,0
20000-8,60,43000,24500,0
20000-8,60,43000,25000,0
20000-8,60,43000,25500,0
20000-8,60,43000,26000,0
20000-8,60,43000,26500,0
20000-8,60,43000,27000,0
20000-8,60,43000,27500,0
20000-8,60,43000,28000,0
20000-8,60,43000,28500,0
20000-8,60,43000,29000,0
20000-8,60,43000,29500,0
20000-8,60,43000,30000,0
20000-8,60,43000,30500,0
20000-8,60,43000,31000,0
20000-8,60,43000,31500,0
20000-8,60,43000,32000,0
20000-8,60,43000,32500,0
20000-8,60,43000,33000,0
20000-8,60,43000,33500,0
20000-8,60,43000,34000,0
20000-8,60,43000,34500,0
20000-8,60,43000,35000,0
20000-8,60,43000,35260,1
20000-8,60,43000,36260,1
20000-8,60,43000,37260,1
20000-8,60,43000,38260,1
20000-8,60,43000,39260,1
20000-8,60,43000,40260,1
20000-8,60,43000,41260,1
20000-8,60,43000,42260,1
20000-8,60,43500,0,0
20000-8,60,43500,500,0
20000-8,60,43500,1000,0
20000-8,60,43500,1500,0
20000-8,60,43500,2000,0
20000-8,60,43500,2500,0
20000-8,60,43500,3000,0
20000-8,60,43500,3500,0
20000-8,60,43500,4000,0
20000-8,60,43500,4500,0
20000-8,60,43500,5000,0
20000-8,60,43500,5500,0
20000-8,60,43500,6000,0
20000-8,60,43500,6500,0
20000-8,60,43500,7000,0
20000-8,60,43500,7500,0
20000-8,60,43500,8000,0
20000-8,60,43500,8500,0
20000-8,60,43500,9000,0
20000-8,60,43500,9500,0
20000-8,60,43500,10000,0
20000-8,60,43500,10500,0
20000-8,60,43500,11000,0
20000-8,60,43500,11500,0
20000-8,60,43500,12000,0
20000-8,60,43500,12500,0
20000-8,60,43500,13000,0
20000-8,60,43500,13500,0
20000-8,60,43500,14000,0
20000-8,60,43500,14500,0
20000-8,60,43500,15000,0
20000-8,60,43500,15500,0
20000-8,60,43500,16000,0
20000-8,60,43500,16500,0
20000-8,60,43500,17000,0
20000-8,60,43500,17500,0
20000-8,60,43500,18000,0
20000-8,60,43500,18500,0
20000-8,60,43500,19000,0
20000-8,60,43500,19500,0
20000-8,60,43500,20000,0
20000-8,60,43500,20500,0
20000-8,60,43500,21000,0
20000-8,60,43500,21500,0
20000-8,60,43500,22000,0
20000-8,60,43500,22500,0
20000-8,60,43500,23000,0
20000-8,60,43500,23500,0
20000-8,60,43500,24000,0
20000-8,60,43500,24500,0
20000-8,60,43500,25000,0
20000-8,60,43500,25500,0
20000-8,60,43500,26000,0
20000-8,60,43500,26500,0
20000-8,60,43500,27000,0
20000-8,60,43500,27500,0
20000-8,60,43500,28000,0
20000-8,60,43500,28500,0
20000-8,60,43500,29000,0
20000-8,60,43500,29500,0
20000-8,60,43500,30000,0
20000-8,60,43500,30500,0
20000-8,60,43500,31000,0
20000-8,60,43500,31500,0
20000-8,60,43500,32000,0
20000-8,60,43500,32500,0
20000-8,60,43500,33000,0
20000-8,60,43500,33500,0
20000-8,60,43500,34000,0
20000-8,60,43500,34500,0
20000-8,60,43500,35000,0
20000-8,60,43500,35500,0
20000-8,60,43500,35670,1
20000-8,60,43500,36670,1
20000-8,60,43500,37670,1
20000-8,60,43500,38670,1
20000-8,60,43500,39670,1
20000-8,60,43500,40670,1
20000-8,60,43500,41670,1
20000-8,60,43500,42670,1
20000-8,60,44000,0,0
20000-8,60,44000,500,0
20000-8,60,44000,1000,0
20000-8,60,44000,1500,0
20000-8,60,44000,2000,0
20000-8,60,44000,2500,0
20000-8,60,44000,3000,0
20000-8,60,44000,3500,0
20000-8,60,44000,4000,0
20000-8,60,44000,4500,0
20000-8,60,44000,5000,0
20000-8,60,44000,5500,0
20000-8,60,44000,6000,0
20000-8,60,44000,6500,0
20000-8,60,44000,7000,0
20000-8,60,44000,7500,0
20000-8,60,44000,8000,0
20000-8,60,44000,8500,0
20000-8,60,44000,9000,0
20000-8,60,44000,9500,0
20000-8,60,44000,10000,0
20000-8,60,44000,10500,0
20000-8,60,44000,11000,0
20000-8,60,44000,11500,0
20000-8,60,44000,12000,0
20000-8,60,44000,12500,0
20000-8,60,44000,13000,0
20000-8,60,44000,13500,0
20000-8,60,44000,14000,0
20000-8,60,44000,14500,0
20000-8,60,44000,15000,0
20000-8,60,44000,15500,0
20000-8,60,44000,16000,0
20000-8,60,44000,16500,0
20000-8,60,44000,17000,0
20000-8,60,44000,17500,0
20000-8,60,44000,18000,0
20000-8,60,44000,18500,0
20000-8,60,44000,19000,0
20000-8,60,44000,19500,0
20000-8,60,44000,20000,0
20000-8,60,44000,20500,0
20000-8,60,44000,21000,0
20000-8,60,44000,21500,0
20000-8,60,44000,22000,0
20000-8,60,44000,22500,0
20000-8,60,44000,23000,0
20000-8,60,44000,23500,0
20000-8,60,44000,24000,0
20000-8,60,44000,24500,0
20000-8,60,44000,25000,0
20000-8,60,44000,25500,0
20000-8,60,44000,26000,0
20000-8,60,44000,26500,0
20000-8,60,44000,27000,0
20000-8,60,44000,27500,0
20000-8,60,44000,28000,0
20000-8,60,44000,28500,0
20000-8,60,44000,29000,0
20000-8,60,44000,29500,0
20000-8,60,44000,30000,0
20000-8,60,44000,30500,0
20000-8,60,44000,31000,0
20000-8,60,44000,31500,0
20000-8,60,44000,32000,0
20000-8,60,44000,32500,0
20000-8,60,44000,33000,0
20000-8,60,44000,33500,0
20000-8,60,44000,34000,0
20000-8,60,44000,34500,0
20000-8,60,44000,35000,0
20000-8,60,44000,35500,0
20000-8,60,44000,36000,0
20000-8,60,44000,36080,1
20000-8,60,44000,37080,1
20000-8,60,44000,38080,1
20000-8,60,44000,39080,1
20000-8,60,44000,40080,1
20000-8,60,44000,41080,1
20000-8,60,44000,42080,1
20000-8,60,44000,43080,1
20000-8,60,44500,0,0
20000-8,60,44500,500,0
20000-8,60,44500,1000,0
20000-8,60,44500,1500,0
20000-8,60,44500,2000,0
20000-8,60,44500,2500,0
20000-8,60,44500,3000,0
20000-8,60,44500,3500,0
20000-8,60,44500,4000,0
20000-8,60,44500,4500,0
20000-8,60,44500,5000,0
20000-8,60,44500,5500,0
20000-8,60,44500,6000,0
20000-8,60,44500,6500,0
20000-8,60,44500,7000,0
20000-8,60,44500,7500,0
20000-8,60,44500,8000,0
20000-8,60,44500,8500,0
20000-8,60,44500,9000,0
20000-8,60,44500,9500,0
20000-8,60,44500,10000,0
20000-8,60,44500,10500,0
20000-8,60,44500,11000,0
20000-8,60,44500,11500,0
20000-8,60,44500,12000,0
20000-8,60,44500,12500,0
20000-8,60,44500,13000,0
20000-8,60,44500,13500,0
20000-8,60,44500,14000,0
20000-8,60,44500,14500,0
20000-8,60,44500,15000,0
20000-8,60,44500,15500,0
20000-8,60,44500,16000,0
20000-8,60,44500,16500,0
20000-8,60,44500,17000,0
20000-8,60,44500,17500,0
20000-8,60,44500,18000,0
20000-8,60,44500,18500,0
20000-8,60,44500,19000,0
20000-8,60,44500,19500,0
20000-8,60,44500,20000,0
20000-8,60,44500,20500,0
20000-8,60,44500,21000,0
20000-8,60,44500,21500,0
20000-8,60,44500,22000,0
20000-8,60,44500,22500,0
20000-8,60,44500,23000,0
20000-8,60,44500,23500,0
20000-8,60,44500,24000,0
20000-8,60,44500,24500,0
20000-8,60,44500,25000,0
20000-8,60,44500,25500,0
20000-8,60,44500,26000,0
20000-8,60,44500,26500,0
20000-8,60,44500,27000,0
20000-8,60,44500,27500,0
20000-8,60,44500,28000,0
20000-8,60,44500,28500,0
20000-8,60,44500,29000,0
20000-8,60,44500,29500,0
20000-8,60,44500,30000,0
20000-8,60,44500,30500,0
20000-8,60,44500,31000,0
20000-8,60,44500,31500,0
20000-8,60,44500,32000,0
20000-8,60,44500,32500,0
20000-8,60,44500,33000,0
20000-8,60,44500,33500,0
20000-8,60,44500,34000,0
20000-8,60,44500,34500,0
20000-8,60,44500,35000,0
20000-8,60,44500,35500,0
20000-8,60,44500,36000,0
20000-8,60,44500,36490,1
20000-8,60,44500,37490,1
20000-8,60,44500,38490,1
20000-8,60,44500,39490,1
20000-8,60,44500,40490,1
20000-8,60,44500,41490,1
20000-8,60,44500,42490,1
20000-8,60,44500,43490,1
20000-8,60,44500,44490,1
20000-8,60,45000,0,0
20000-8,60,45000,500,0
20000-8,60,45000,1000,0
20000-8,60,45000,1500,0
20000-8,60,45000,2000,0
20000-8,60,45000,2500,0
20000-8,60,45000,3000,0
20000-8,60,45000,3500,0
20000-8,60,45000,4000,0
20000-8,60,45000,4500,0
20000-8,60,45000,5000,0
20000-8,60,45000,5500,0
20000-8,60,45000,6000,0
20000-8,60,45000,6500,0
20000-8,60,45000,7000,0
20000-8,60,45000,7500,0
20000-8,60,45000,8000,0
20000-8,60,45000,8500,0
20000-8,60,45000,9000,0
20000-8,60,45000,9500,0
20000-8,60,45000,10000,0
20000-8,60,45000,10500,0
20000-8,60,45000,11000,0
20000-8,60,45000,11500,0
20000-8,60,45000,12000,0
20000-8,60,45000,12500,0
20000-8,60,45000,13000,0
20000-8,60,45000,13500,0
20000-8,60,45000,14000,0
20000-8,60,45000,14500,0
20000-8,60,45000,15000,0
20000-8,60,45000,15500,0
20000-8,60,45000,16000,0
20000-8,60,45000,16500,0
20000-8,60,45000,17000,0
20000-8,60,45000,17500,0
20000-8,60,45000,18000,0
20000-8,60,45000,18500,0
20000-8,60,45000,19000,0
20000-8,60,45000,19500,0
20000-8,60,45000,20000,0
20000-8,60,45000,20500,0
20000-8,60,45000,21000,0
20000-8,60,45000,21500,0
20000-8,60,45000,22000,0
20000-8,60,45000,22500,0
20000-8,60,45000,23000,0
20000-8,60,45000,23500,0
20000-8,60,45000,24000,0
20000-8,60,45000,24500,0
20000-8,60,45000,25000,0
20000-8,60,45000,25500,0
20000-8,60,45000,26000,0
20000-8,60,45000,26500,0
20000-8,60,45000,27000,0
